brawler1,brawler2,brawler3,picks,wr,map
GENE,GRAY,MAX,22,0.318181818,out_in_the_open
ANGELO,LOU,MANDY,22,0.636363636,out_in_the_open
BELLE,BROCK,JUJU,22,0.454545455,out_in_the_open
ANGELO,EVE,GUS,22,0.5,out_in_the_open
BEA,CARL,HANK,22,0.522727273,hockey_below_zero
BEA,GUS,MELODIE,22,0.545454545,hockey_below_zero
MR. P,OLLIE,POCO,22,0.568181818,hockey_below_zero
MELODIE,POCO,STU,22,0.5,hockey_below_zero
BELLE,JANET,MAX,22,0.363636364,hockey_below_zero
LOU,POCO,STU,22,0.454545455,hockey_below_zero
BEA,GRAY,MR. P,22,0.681818182,hockey_below_zero
BEA,MELODIE,OLLIE,22,0.636363636,hockey_below_zero
BUSTER,GRAY,MAX,22,0.818181818,hockey_below_zero
BEA,MAISIE,MELODIE,22,0.636363636,hockey_below_zero
BEA,LOU,MEEPLE,22,0.636363636,hockey_below_zero
MEEPLE,OLLIE,POCO,22,0.5,hockey_below_zero
BEA,CARL,LEON,22,0.295454545,hockey_below_zero
GRAY,JANET,LEON,22,0.590909091,hockey_below_zero
GRAY,MAX,MORTIS,22,0.681818182,hockey_below_zero
HANK,MELODIE,STU,22,0.477272727,hockey_below_zero
BELLE,GRAY,JANET,22,0.409090909,hockey_below_zero
HANK,MAX,MELODIE,22,0.545454545,hockey_below_zero
BEA,GUS,MAX,22,0.727272727,hockey_below_zero
BEA,LEON,LOU,22,0.545454545,hockey_cool_box
FRANK,GRAY,POCO,22,0.545454545,hockey_cool_box
BELLE,LEON,MAX,22,0.522727273,hockey_cool_box
LOU,MAX,OLLIE,22,0.5,hockey_cool_box
CARL,MAX,OLLIE,22,0.454545455,hockey_cool_box
BEA,MORTIS,STU,22,0.681818182,hockey_cool_box
GUS,LEON,STU,22,0.363636364,hockey_cool_box
BEA,BELLE,GRAY,22,0.409090909,hockey_cool_box
BEA,FANG,GRAY,22,0.5,hockey_cool_box
BELLE,MAX,OLLIE,22,0.454545455,hockey_cool_box
BEA,LOU,MR. P,22,0.545454545,hockey_cool_box
MELODIE,PIPER,STU,22,0.545454545,hockey_cool_box
GRAY,MELODIE,PIPER,22,0.454545455,hockey_cool_box
MELODIE,OLLIE,POCO,22,0.659090909,hockey_starr_garden
CARL,MAX,MR. P,22,0.363636364,hockey_starr_garden
CARL,LEON,MEEPLE,22,0.409090909,hockey_starr_garden
GRAY,LEON,MR. P,22,0.318181818,hockey_starr_garden
BEA,MAISIE,STU,22,0.454545455,hockey_starr_garden
CHARLIE,LOU,STU,22,0.590909091,hockey_starr_garden
MEEPLE,MELODIE,OLLIE,22,0.727272727,hockey_starr_garden
FRANK,POCO,STU,22,0.545454545,hockey_starr_garden
GRAY,GUS,STU,22,0.613636364,hockey_starr_garden
GRAY,HANK,MAX,22,0.75,hockey_starr_garden
BEA,CHARLIE,MAX,22,0.636363636,hockey_starr_garden
HANK,MAX,MEEPLE,22,0.636363636,hockey_super_center
MAISIE,MELODIE,STU,22,0.5,hockey_super_center
BEA,BUSTER,MEEPLE,22,0.863636364,hockey_super_center
GRAY,MAX,POCO,22,0.568181818,hockey_super_center
FRANK,LOU,STU,22,0.5,hockey_super_center
BEA,HANK,MEEPLE,22,0.818181818,hockey_super_center
OLLIE,POCO,STU,22,0.409090909,hockey_super_center
BUSTER,MAX,MEEPLE,22,0.681818182,hockey_super_center
BEA,CHARLIE,JANET,22,0.681818182,hockey_super_center
GRAY,GUS,MELODIE,23,0.695652174,dry_season
PIPER,R-T,SPROUT,23,0.434782609,dry_season
GRAY,MANDY,PEARL,23,0.47826087,dry_season
BELLE,GENE,OLLIE,23,0.52173913,dry_season
GRAY,GUS,HANK,23,0.391304348,dry_season
ANGELO,MANDY,PEARL,23,0.304347826,dry_season
CARL,OLLIE,SQUEAK,23,0.608695652,dry_season
OLLIE,PIPER,SPROUT,23,0.782608696,dry_season
PENNY,R-T,SQUEAK,23,0.47826087,dry_season
CARL,MANDY,MR. P,23,0.695652174,dry_season
GENE,LEON,MORTIS,23,0.347826087,dry_season
GUS,PENNY,SPROUT,23,0.47826087,dry_season
JUJU,MANDY,MEEPLE,23,0.434782609,dry_season
GRAY,PENNY,R-T,23,0.304347826,dry_season
CARL,MORTIS,PIPER,23,0.52173913,dry_season
GENE,GUS,NANI,23,0.434782609,dry_season
GUS,MANDY,MELODIE,23,0.47826087,dry_season
GUS,OLLIE,PENNY,23,0.47826087,dry_season
GRAY,GROM,PIPER,23,0.565217391,dry_season
JANET,JUJU,PIPER,23,0.608695652,dry_season
GENE,MORTIS,R-T,23,0.695652174,dry_season
MANDY,MORTIS,SQUEAK,23,0.608695652,dry_season
BELLE,GRAY,OLLIE,23,0.695652174,dry_season
BROCK,GRAY,OLLIE,23,0.782608696,dry_season
BYRON,HANK,SQUEAK,23,0.695652174,dry_season
BROCK,GRAY,LEON,23,0.434782609,dry_season
GENE,JUJU,LEON,23,0.434782609,hideout
OLLIE,PIPER,SQUEAK,23,0.739130435,hideout
BELLE,HANK,PIPER,23,0.739130435,hideout
GENE,LEON,SQUEAK,23,0.695652174,hideout
BELLE,BYRON,GRAY,23,0.391304348,hideout
BROCK,GENE,OLLIE,23,0.608695652,hideout
GENE,MEEPLE,PIPER,23,0.652173913,hideout
CARL,GRAY,MANDY,23,0.434782609,hideout
BELLE,BROCK,LEON,23,0.652173913,hideout
GRAY,LOU,PIPER,23,0.434782609,hideout
BEA,GENE,MANDY,23,0.347826087,hideout
BELLE,BYRON,GENE,23,0.565217391,hideout
BELLE,BYRON,OLLIE,23,0.47826087,hideout
MELODIE,NANI,PIPER,23,0.52173913,hideout
MANDY,MELODIE,R-T,23,0.652173913,hideout
BUSTER,GENE,JANET,23,0.652173913,layer_cake
GENE,MEEPLE,OLLIE,23,0.782608696,layer_cake
GENE,MELODIE,PENNY,23,0.391304348,layer_cake
JANET,JUJU,LEON,23,0.52173913,layer_cake
CARL,JANET,TICK,23,0.652173913,layer_cake
HANK,JANET,MANDY,23,0.52173913,layer_cake
GRAY,MELODIE,SPROUT,23,0.434782609,layer_cake
JUJU,OLLIE,PENNY,23,0.695652174,layer_cake
JANET,PENNY,TICK,23,0.347826087,layer_cake
JANET,LEON,MANDY,23,0.391304348,layer_cake
KENJI,PENNY,SQUEAK,23,0.434782609,layer_cake
CARL,JUJU,PIPER,23,0.565217391,layer_cake
GRAY,MELODIE,MR. P,23,0.826086957,layer_cake
GRAY,LOU,MANDY,23,0.304347826,layer_cake
GENE,HANK,MEEPLE,23,0.608695652,layer_cake
JANET,KENJI,SQUEAK,23,0.652173913,layer_cake
CARL,MELODIE,SQUEAK,23,0.608695652,layer_cake
GENE,MANDY,R-T,23,0.260869565,layer_cake
CARL,GENE,GUS,23,0.434782609,layer_cake
CARL,DARRYL,GENE,23,0.608695652,layer_cake
GENE,MANDY,PENNY,23,0.391304348,layer_cake
GUS,JANET,JUJU,23,0.652173913,layer_cake
BROCK,CARL,TICK,23,0.47826087,layer_cake
BUSTER,GRAY,SPROUT,23,0.695652174,layer_cake
GENE,HANK,MAX,23,0.565217391,shooting_star
BELLE,GENE,MR. P,23,0.391304348,shooting_star
BYRON,HANK,MAX,23,0.739130435,shooting_star
MANDY,MAX,NANI,23,0.47826087,shooting_star
ANGELO,LEON,R-T,23,0.695652174,shooting_star
MANDY,MAX,R-T,23,0.304347826,shooting_star
BEA,BELLE,GRAY,23,0.391304348,shooting_star
BROCK,JUJU,MANDY,23,0.608695652,shooting_star
GRAY,GROM,MANDY,23,0.47826087,shooting_star
GUS,LEON,MANDY,23,0.52173913,shooting_star
GUS,MANDY,MELODIE,23,0.695652174,shooting_star
MELODIE,PIPER,R-T,23,0.52173913,shooting_star
BULL,GRAY,MANDY,23,0.52173913,shooting_star
ANGELO,NANI,SQUEAK,23,0.52173913,shooting_star
ANGELO,GUS,OLLIE,23,0.695652174,shooting_star
GRAY,MANDY,MELODIE,23,0.565217391,shooting_star
GENE,GUS,MORTIS,23,0.52173913,shooting_star
GUS,NANI,OLLIE,23,0.565217391,shooting_star
GRAY,R-T,TICK,23,0.652173913,shooting_star
BELLE,BROCK,GUS,23,0.391304348,shooting_star
ANGELO,LEON,MAX,23,0.652173913,shooting_star
GROM,GUS,MANDY,23,0.608695652,shooting_star
MORTIS,OLLIE,RICO,23,0.695652174,triple_dribble
FRANK,JUJU,POCO,23,0.565217391,triple_dribble
JUJU,RICO,SURGE,23,0.326086957,triple_dribble
BIBI,JUJU,RICO,23,0.804347826,triple_dribble
ASH,JUJU,MAX,23,0.739130435,triple_dribble
LOU,MEEPLE,STU,23,0.565217391,triple_dribble
CARL,CHESTER,JANET,23,0.652173913,triple_dribble
LOU,MELODIE,RICO,23,0.434782609,triple_dribble
BEA,CARL,KENJI,23,0.652173913,triple_dribble
BEA,KENJI,STU,23,0.739130435,triple_dribble
BEA,MEEPLE,STU,23,0.565217391,triple_dribble
BUSTER,JUJU,STU,23,0.608695652,triple_dribble
HANK,JUJU,RICO,23,0.434782609,triple_dribble
BARLEY,FRANK,MAX,23,0.52173913,triple_dribble
GRAY,RICO,STU,23,0.456521739,triple_dribble
BARLEY,MAISIE,MEEPLE,23,0.804347826,triple_dribble
JUJU,MR. P,STU,23,0.52173913,triple_dribble
JANET,KENJI,STU,23,0.456521739,triple_dribble
ASH,JUJU,STU,23,0.5,triple_dribble
GRAY,JANET,STU,23,0.391304348,triple_dribble
FRANK,MAISIE,POCO,23,0.260869565,triple_dribble
LOU,OLLIE,STU,23,0.695652174,triple_dribble
FRANK,JUJU,MAX,23,0.565217391,triple_dribble
MAISIE,RICO,STU,23,0.47826087,pinball_dreams
ASH,MAX,STU,23,0.565217391,pinball_dreams
BEA,LARRY & LAWRIE,NITA,23,0.608695652,pinball_dreams
BARLEY,MAX,NITA,23,0.847826087,pinball_dreams
GRAY,STU,SURGE,23,0.565217391,pinball_dreams
ASH,LOU,STU,23,0.804347826,pinball_dreams
BEA,COLT,GRIFF,23,0.739130435,pinball_dreams
CARL,MR. P,STU,23,0.304347826,pinball_dreams
FRANK,LOU,MR. P,23,0.782608696,pinball_dreams
BEA,CARL,SURGE,23,0.47826087,pinball_dreams
GRIFF,MAX,STU,23,0.239130435,pinball_dreams
EL PRIMO,JUJU,MAX,23,0.652173913,pinball_dreams
CARL,MORTIS,RICO,23,0.782608696,pinball_dreams
FRANK,MAX,MR. P,23,0.434782609,pinball_dreams
FRANK,GUS,JUJU,23,0.456521739,pinball_dreams
JUJU,MELODIE,RICO,23,0.347826087,pinball_dreams
KENJI,MR. P,STU,23,0.608695652,pinball_dreams
GRAY,MEEPLE,STU,23,0.586956522,pinball_dreams
BEA,LARRY & LAWRIE,SURGE,23,0.5,pinball_dreams
BEA,FRANK,SANDY,23,0.739130435,pinball_dreams
BEA,BIBI,GRIFF,23,0.565217391,pinball_dreams
JUJU,MAX,OLLIE,23,0.47826087,pinball_dreams
GRIFF,JUJU,STU,23,0.739130435,pinball_dreams
BUZZ,GUS,STU,23,0.608695652,pinball_dreams
BEA,HANK,LARRY & LAWRIE,23,0.652173913,pinball_dreams
LARRY & LAWRIE,MEEPLE,STU,23,0.739130435,pinball_dreams
BUSTER,JANET,RICO,23,0.5,sneaky_fields
ASH,RICO,SURGE,23,0.413043478,sneaky_fields
JUJU,RICO,SURGE,23,0.391304348,sneaky_fields
FRANK,LOU,OLLIE,23,0.739130435,sneaky_fields
BEA,BUSTER,CARL,23,0.869565217,sneaky_fields
CARL,HANK,RICO,23,0.695652174,sneaky_fields
ASH,BEA,SURGE,23,0.695652174,sneaky_fields
EL PRIMO,NITA,POCO,23,0.782608696,sneaky_fields
ASH,FRANK,MAX,23,0.47826087,sneaky_fields
BEA,CORDELIUS,STU,23,0.434782609,sneaky_fields
MAX,NITA,OLLIE,23,0.782608696,sneaky_fields
BEA,JANET,OLLIE,23,0.652173913,sneaky_fields
ASH,LOU,SQUEAK,23,0.652173913,sneaky_fields
ASH,BEA,TARA,23,0.47826087,sneaky_fields
BUZZ,JANET,NITA,23,0.52173913,sneaky_fields
BUSTER,RICO,STU,23,0.673913043,sneaky_fields
BUZZ,NITA,STU,23,0.652173913,sneaky_fields
CARL,JACKY,STU,23,0.586956522,sneaky_fields
BIBI,LOU,RICO,23,0.717391304,sneaky_fields
BEA,CARL,OTIS,23,0.739130435,sneaky_fields
CARL,LOU,NITA,23,0.52173913,sneaky_fields
EL PRIMO,HANK,POCO,23,0.391304348,sneaky_fields
DYNAMIKE,RICO,STU,23,0.47826087,sneaky_fields
JANET,RICO,SURGE,23,0.630434783,center_stage
BUSTER,JANET,MEEPLE,23,0.565217391,center_stage
BERRY,FRANK,LOU,23,0.543478261,center_stage
CARL,CHESTER,SQUEAK,23,0.565217391,center_stage
MAISIE,MAX,SQUEAK,23,0.47826087,center_stage
BUSTER,SQUEAK,SURGE,23,0.47826087,center_stage
OTIS,PENNY,STU,23,0.282608696,center_stage
JACKY,JANET,SQUEAK,23,0.565217391,center_stage
BERRY,HANK,LOU,23,0.652173913,center_stage
BUZZ,LOU,OTIS,23,0.695652174,center_stage
BUZZ,JANET,SANDY,23,0.739130435,center_stage
JANET,JUJU,SQUEAK,23,0.652173913,center_stage
HANK,JANET,MAISIE,23,0.695652174,center_stage
EL PRIMO,SQUEAK,STU,23,0.695652174,center_stage
CARL,FRANK,SURGE,23,0.608695652,center_stage
BUZZ,FRANK,RICO,23,0.52173913,center_stage
GRIFF,LOU,RICO,23,0.304347826,center_stage
BUZZ,FRANK,JANET,23,0.47826087,center_stage
BUSTER,MAX,STU,23,0.673913043,center_stage
FRANK,LOU,SQUEAK,23,0.782608696,center_stage
BUZZ,LOU,MR. P,23,0.565217391,center_stage
MANDY,NANI,SPROUT,23,0.52173913,belles_rock
BROCK,PENNY,PIPER,23,0.391304348,belles_rock
ANGELO,BELLE,SQUEAK,23,0.565217391,belles_rock
GENE,MAX,PIPER,23,0.260869565,belles_rock
GENE,KIT,R-T,23,0.304347826,belles_rock
GUS,NANI,SPROUT,23,0.52173913,belles_rock
GRAY,GUS,MR. P,23,0.47826087,belles_rock
GRAY,LOU,MANDY,23,0.652173913,belles_rock
GRAY,GROM,OLLIE,23,0.652173913,belles_rock
ANGELO,GENE,HANK,23,0.47826087,belles_rock
GENE,RICO,SQUEAK,23,0.434782609,belles_rock
R-T,SPROUT,SQUEAK,23,0.695652174,belles_rock
MANDY,MEEPLE,SPROUT,23,0.739130435,belles_rock
BYRON,GENE,MANDY,23,0.391304348,belles_rock
CARL,MANDY,TICK,23,0.434782609,belles_rock
MANDY,OLLIE,SPROUT,23,0.652173913,belles_rock
ANGELO,BELLE,R-T,23,0.608695652,belles_rock
GENE,GRAY,PEARL,23,0.565217391,belles_rock
GRAY,KENJI,MANDY,23,0.565217391,flaring_phoenix
GENE,MR. P,SQUEAK,23,0.695652174,flaring_phoenix
MR. P,OLLIE,PIPER,23,0.52173913,flaring_phoenix
JUJU,LEON,PIPER,23,0.434782609,flaring_phoenix
BELLE,GENE,SQUEAK,23,0.434782609,flaring_phoenix
LEON,MANDY,PIPER,23,0.260869565,flaring_phoenix
MANDY,OLLIE,PEARL,23,0.565217391,flaring_phoenix
GENE,MEEPLE,SQUEAK,23,0.47826087,flaring_phoenix
GENE,LOU,MANDY,23,0.391304348,flaring_phoenix
BROCK,GUS,PIPER,23,0.52173913,flaring_phoenix
JUJU,MANDY,MEEPLE,23,0.47826087,flaring_phoenix
BROCK,GRAY,PEARL,23,0.652173913,flaring_phoenix
DARRYL,JUJU,SQUEAK,23,0.652173913,flaring_phoenix
DARRYL,GUS,SPROUT,23,0.52173913,flaring_phoenix
BUSTER,GUS,TICK,23,0.565217391,flaring_phoenix
MANDY,OLLIE,R-T,23,0.652173913,flaring_phoenix
GENE,JUJU,MEEPLE,23,0.47826087,flaring_phoenix
ANGELO,BROCK,TICK,23,0.652173913,flaring_phoenix
BYRON,DARRYL,KIT,23,0.565217391,flaring_phoenix
MANDY,NANI,SPROUT,23,0.695652174,new_horizons
ANGELO,GUS,HANK,23,0.434782609,new_horizons
BROCK,DARRYL,PIPER,23,0.52173913,new_horizons
BROCK,GUS,JUJU,23,0.52173913,new_horizons
GUS,NANI,SPROUT,23,0.347826087,new_horizons
ANGELO,R-T,SQUEAK,23,0.695652174,new_horizons
GENE,MANDY,MR. P,23,0.739130435,new_horizons
GUS,OLLIE,SPROUT,23,0.695652174,new_horizons
ANGELO,GRAY,GROM,23,0.695652174,new_horizons
BROCK,LOU,PIPER,23,0.434782609,new_horizons
MANDY,OLLIE,SQUEAK,23,0.739130435,new_horizons
GRAY,MANDY,MELODIE,23,0.47826087,new_horizons
BROCK,PEARL,PIPER,23,0.47826087,new_horizons
GENE,MANDY,PEARL,23,0.434782609,new_horizons
BROCK,BYRON,HANK,23,0.304347826,new_horizons
GRAY,SPROUT,SQUEAK,23,0.47826087,new_horizons
GENE,OLLIE,R-T,23,0.695652174,new_horizons
BYRON,MANDY,NANI,23,0.260869565,out_in_the_open
ANGELO,BROCK,BYRON,23,0.608695652,out_in_the_open
GENE,MR. P,PEARL,23,0.739130435,out_in_the_open
BELLE,GENE,OLLIE,23,0.608695652,out_in_the_open
ANGELO,BYRON,GUS,23,0.52173913,out_in_the_open
JUJU,MANDY,PEARL,23,0.565217391,out_in_the_open
KIT,MANDY,OLLIE,23,0.695652174,out_in_the_open
BROCK,BUSTER,MANDY,23,0.739130435,out_in_the_open
GUS,MR. P,SQUEAK,23,0.739130435,out_in_the_open
BYRON,EVE,OLLIE,23,0.47826087,out_in_the_open
BROCK,GENE,HANK,23,0.565217391,out_in_the_open
BELLE,LEON,MANDY,23,0.304347826,out_in_the_open
GRAY,R-T,SQUEAK,23,0.434782609,out_in_the_open
BROCK,MR. P,PEARL,23,0.608695652,out_in_the_open
BELLE,CARL,MANDY,23,0.739130435,out_in_the_open
BROCK,GRAY,R-T,23,0.695652174,out_in_the_open
BEA,FANG,STU,23,0.47826087,hockey_below_zero
CARL,JANET,STU,23,0.543478261,hockey_below_zero
HANK,MAX,MEEPLE,23,0.652173913,hockey_below_zero
BEA,LEON,LOU,23,0.52173913,hockey_below_zero
MAX,MELODIE,MR. P,23,0.695652174,hockey_below_zero
BELLE,CARL,MAX,23,0.239130435,hockey_below_zero
CHESTER,GRAY,STU,23,0.673913043,hockey_below_zero
GRAY,LOU,POCO,23,0.608695652,hockey_below_zero
GRAY,LOU,OLLIE,23,0.217391304,hockey_below_zero
BEA,BUSTER,STU,23,0.869565217,hockey_below_zero
BEA,MEEPLE,OLLIE,23,0.391304348,hockey_below_zero
BUSTER,GRAY,STU,23,0.434782609,hockey_below_zero
CHESTER,GRAY,MAX,23,0.608695652,hockey_below_zero
CARL,GRAY,JANET,23,0.434782609,hockey_below_zero
BUSTER,MAX,STU,23,0.608695652,hockey_below_zero
JANET,MAX,MEEPLE,23,0.782608696,hockey_cool_box
BEA,CHESTER,STU,23,0.782608696,hockey_cool_box
BEA,GUS,STU,23,0.695652174,hockey_cool_box
LOU,MAX,MR. P,23,0.47826087,hockey_cool_box
GENE,MELODIE,STU,23,0.608695652,hockey_cool_box
BEA,FRANK,MELODIE,23,0.652173913,hockey_cool_box
MEEPLE,OLLIE,STU,23,0.695652174,hockey_cool_box
BEA,GUS,MAX,23,0.47826087,hockey_cool_box
BEA,MAX,POCO,23,0.434782609,hockey_cool_box
GRAY,POCO,STU,23,0.47826087,hockey_starr_garden
BELLE,LOU,STU,23,0.434782609,hockey_starr_garden
CARL,LOU,MELODIE,23,0.565217391,hockey_starr_garden
BEA,CARL,MR. P,23,0.565217391,hockey_starr_garden
FRANK,GRAY,LOU,23,0.391304348,hockey_starr_garden
HANK,MELODIE,STU,23,0.739130435,hockey_starr_garden
CARL,LOU,MEEPLE,23,0.434782609,hockey_starr_garden
BUSTER,MAX,STU,23,0.586956522,hockey_starr_garden
GRAY,HANK,JANET,23,0.695652174,hockey_starr_garden
BEA,POCO,STU,23,0.608695652,hockey_starr_garden
MAX,MELODIE,POCO,23,0.413043478,hockey_super_center
BEA,LEON,LOU,23,0.413043478,hockey_super_center
BEA,CARL,LEON,23,0.695652174,hockey_super_center
GRAY,LOU,OLLIE,23,0.760869565,hockey_super_center
HANK,MELODIE,POCO,23,0.956521739,hockey_super_center
GRAY,KENJI,STU,23,0.586956522,hockey_super_center
GUS,OLLIE,SQUEAK,24,0.625,dry_season
GENE,NANI,TICK,24,0.458333333,dry_season
BROCK,GRAY,JUJU,24,0.416666667,dry_season
BROCK,GUS,SPROUT,24,0.5,dry_season
BROCK,MANDY,MORTIS,24,0.625,dry_season
BELLE,MANDY,TICK,24,0.5,dry_season
MANDY,MORTIS,MR. P,24,0.541666667,dry_season
JUJU,MANDY,PENNY,24,0.708333333,dry_season
GENE,LEON,NANI,24,0.666666667,dry_season
BROCK,GENE,GROM,24,0.666666667,dry_season
GENE,LOU,PIPER,24,0.541666667,dry_season
BROCK,GRAY,JANET,24,0.541666667,dry_season
BEA,GRAY,SQUEAK,24,0.666666667,dry_season
GUS,MANDY,NANI,24,0.583333333,dry_season
GRAY,HANK,SQUEAK,24,0.625,dry_season
CARL,PIPER,SPROUT,24,0.583333333,dry_season
BYRON,MANDY,OLLIE,24,0.75,dry_season
CARL,GRAY,LEON,24,0.583333333,dry_season
GRAY,OLLIE,SPROUT,24,0.833333333,dry_season
ANGELO,GRAY,TICK,24,0.5,dry_season
ANGELO,MANDY,TICK,24,0.791666667,dry_season
BELLE,GRAY,SPROUT,24,0.541666667,hideout
BYRON,MANDY,NANI,24,0.75,hideout
ANGELO,GUS,SPROUT,24,0.708333333,hideout
BELLE,NANI,PEARL,24,0.666666667,hideout
BEA,BROCK,GENE,24,0.333333333,hideout
BYRON,HANK,MANDY,24,0.666666667,hideout
GUS,LEON,OLLIE,24,0.666666667,hideout
GENE,LEON,MR. P,24,0.625,hideout
BROCK,GRAY,GUS,24,0.541666667,hideout
GUS,MANDY,SQUEAK,24,0.541666667,hideout
BYRON,GENE,GUS,24,0.583333333,hideout
GENE,GUS,PEARL,24,0.708333333,hideout
LEON,MAX,OLLIE,24,0.75,hideout
BELLE,BROCK,R-T,24,0.625,hideout
GRAY,MANDY,MELODIE,24,0.458333333,hideout
CARL,GUS,MANDY,24,0.583333333,hideout
ANGELO,MANDY,PENNY,24,0.333333333,layer_cake
DARRYL,JUJU,MANDY,24,0.666666667,layer_cake
GRAY,LOU,SPROUT,24,0.541666667,layer_cake
BUZZ,GENE,SQUEAK,24,0.666666667,layer_cake
GENE,MELODIE,MORTIS,24,0.375,layer_cake
BROCK,JUJU,MANDY,24,0.708333333,layer_cake
JUJU,KENJI,MANDY,24,0.333333333,layer_cake
GRAY,MEEPLE,PENNY,24,0.75,layer_cake
JANET,PENNY,SQUEAK,24,0.583333333,layer_cake
CARL,MANDY,MELODIE,24,0.541666667,layer_cake
GRAY,LEON,PENNY,24,0.625,layer_cake
JUJU,MELODIE,PENNY,24,0.375,layer_cake
BUZZ,GENE,JANET,24,0.583333333,layer_cake
ANGELO,GRAY,GUS,24,0.541666667,layer_cake
GRAY,HANK,MANDY,24,0.875,layer_cake
GENE,GRAY,MR. P,24,0.458333333,layer_cake
CARL,GUS,OLLIE,24,0.541666667,layer_cake
BELLE,MELODIE,PIPER,24,0.5,shooting_star
BYRON,MELODIE,PIPER,24,0.458333333,shooting_star
LEON,MR. P,NANI,24,0.75,shooting_star
GENE,JUJU,MAX,24,0.583333333,shooting_star
MANDY,MAX,SPROUT,24,0.416666667,shooting_star
ANGELO,CARL,NANI,24,0.708333333,shooting_star
BEA,GENE,R-T,24,0.416666667,shooting_star
BEA,NANI,PIPER,24,0.5,shooting_star
BYRON,JUJU,PIPER,24,0.583333333,shooting_star
GRAY,GUS,JUJU,24,0.25,shooting_star
GENE,GROM,MANDY,24,0.375,shooting_star
GRAY,MANDY,MR. P,24,0.625,shooting_star
HANK,MANDY,NANI,24,0.541666667,shooting_star
MANDY,MORTIS,NANI,24,0.5,shooting_star
BROCK,MANDY,PIPER,24,0.5,shooting_star
BYRON,GENE,R-T,24,0.375,shooting_star
BELLE,EVE,GRAY,24,0.625,shooting_star
BELLE,R-T,TICK,24,0.416666667,shooting_star
ANGELO,BELLE,R-T,24,0.416666667,shooting_star
BEA,MEEPLE,MORTIS,24,0.416666667,triple_dribble
BARLEY,LOU,SURGE,24,0.583333333,triple_dribble
CARL,MAX,MORTIS,24,0.583333333,triple_dribble
DYNAMIKE,NITA,STU,24,0.583333333,triple_dribble
CARL,EL PRIMO,STU,24,0.5,triple_dribble
KENJI,POCO,STU,24,0.291666667,triple_dribble
DYNAMIKE,KENJI,STU,24,0.666666667,triple_dribble
RICO,SHADE,STU,24,0.291666667,triple_dribble
HANK,JANET,LOU,24,0.625,triple_dribble
JUJU,MAISIE,RICO,24,0.645833333,triple_dribble
CARL,FRANK,JUJU,24,0.541666667,triple_dribble
BIBI,CARL,JUJU,24,0.541666667,triple_dribble
JANET,JUJU,SURGE,24,0.333333333,triple_dribble
MEEPLE,MELODIE,MR. P,24,0.666666667,triple_dribble
JANET,JUJU,MORTIS,24,0.5,triple_dribble
JANET,MORTIS,RICO,24,0.375,triple_dribble
MELODIE,STU,SURGE,24,0.333333333,triple_dribble
HANK,MEEPLE,STU,24,0.708333333,triple_dribble
DYNAMIKE,RICO,SURGE,24,0.520833333,triple_dribble
HANK,JANET,STU,24,0.708333333,triple_dribble
FRANK,MAX,RICO,24,0.375,triple_dribble
GRAY,JANET,MELODIE,24,0.25,triple_dribble
JANET,STU,SURGE,24,0.583333333,triple_dribble
BEA,CARL,FRANK,24,0.458333333,triple_dribble
MEEPLE,OLLIE,STU,24,0.708333333,triple_dribble
BARLEY,LOU,MORTIS,24,0.666666667,pinball_dreams
BEA,CARL,HANK,24,0.833333333,pinball_dreams
MORTIS,MR. P,STU,24,0.666666667,pinball_dreams
CARL,HANK,MAX,24,0.666666667,pinball_dreams
FRANK,GRAY,STU,24,0.833333333,pinball_dreams
BARLEY,NITA,STU,24,0.541666667,pinball_dreams
GRAY,MELODIE,STU,24,0.458333333,pinball_dreams
FRANK,MAX,MEEPLE,24,0.666666667,pinball_dreams
BEA,MEEPLE,MELODIE,24,0.708333333,pinball_dreams
MEEPLE,RICO,STU,24,0.354166667,pinball_dreams
GRIFF,JUJU,LOU,24,0.458333333,pinball_dreams
CARL,JANET,JUJU,24,0.604166667,pinball_dreams
BEA,CHESTER,FRANK,24,0.666666667,pinball_dreams
GRAY,MEEPLE,RICO,24,0.3125,pinball_dreams
CARL,GUS,JUJU,24,0.416666667,pinball_dreams
DYNAMIKE,HANK,STU,24,0.708333333,pinball_dreams
BUZZ,JUJU,RICO,24,0.5,pinball_dreams
BARLEY,BEA,SURGE,24,0.395833333,pinball_dreams
BUZZ,MAISIE,STU,24,0.333333333,pinball_dreams
BELLE,JUJU,STU,24,0.6875,pinball_dreams
FRANK,JANET,LOU,24,0.458333333,pinball_dreams
DYNAMIKE,GUS,STU,24,0.708333333,pinball_dreams
BEA,DYNAMIKE,OLLIE,24,0.6875,pinball_dreams
BEA,LARRY & LAWRIE,MEEPLE,24,0.625,pinball_dreams
FRANK,MR. P,POCO,24,0.25,pinball_dreams
BEA,BERRY,HANK,24,0.666666667,pinball_dreams
CARL,RICO,TARA,24,0.458333333,sneaky_fields
JUJU,LOU,STU,24,0.875,sneaky_fields
ASH,FRANK,LOU,24,0.708333333,sneaky_fields
NITA,SQUEAK,STU,24,0.479166667,sneaky_fields
MAISIE,NITA,RICO,24,0.708333333,sneaky_fields
OLLIE,RICO,STU,24,0.75,sneaky_fields
ASH,CARL,MAISIE,24,0.4375,sneaky_fields
FRANK,LOU,MR. P,24,0.625,sneaky_fields
BEA,GRIFF,HANK,24,0.520833333,sneaky_fields
